review_text,rating
"been to other turtle bay branches in ,",my
a,family
a family,member
a family member,went
a family member went,vegan
a family member went vegan,","
"a family member went vegan ,",it
"a family member went vegan , it",'s
"a family member went vegan , it 's",always
've,always
've always,been
've always been,put
've always been put,of
've always been put of,purely
've always been put of purely,because
've always been put of purely because,everyone
've always been put of purely because everyone,goes
celebrated,my
celebrated my,girlfriend
celebrated my girlfriend,'s
celebrated my girlfriend 's,dinner
celebrated my girlfriend 's dinner,there
celebrated my girlfriend 's dinner there,and
celebrated my girlfriend 's dinner there and,the
celebrated my girlfriend 's dinner there and the,food
had,some
had some,great
had some great,food
had some great food,at
had some great food at,a
had some great food at a,good
had some great food at a good,price
had some great food at a good price,and
evening,!
evening !,!
evening ! !,we
evening ! ! we,kicked
evening ! ! we kicked,off
evening ! ! we kicked off,with
evening ! ! we kicked off with,some
evening ! ! we kicked off with some,brilliant
a,great
a great,lunch
a great lunch,with
a great lunch with,business
a great lunch with business,colleagues
a great lunch with business colleagues,and
a great lunch with business colleagues and,clients
a great lunch with business colleagues and clients,.
this,place
this place,.
this place .,stop
this place . stop,for
this place . stop for,beers
this place . stop for beers,if
this place . stop for beers if,you
this place . stop for beers if you,are
usually,love
usually love,","
"usually love ,",and
"usually love , and",was
"usually love , and was",pleased
"usually love , and was pleased",with
"usually love , and was pleased with",the
"usually love , and was pleased with the",food
eve,lunch
eve lunch,.
eve lunch .,game
eve lunch . game,bird
eve lunch . game bird,dishes
eve lunch . game bird dishes,entice
eve lunch . game bird dishes entice,in
eve lunch . game bird dishes entice in,a
have,been
have been,eating
have been eating,at
have been eating at,restaurants
have been eating at restaurants,in
have been eating at restaurants in,the
have been eating at restaurants in the,area
have been eating at restaurants in the area,for
near,in
near in,the
near in the,area
near in the area,is
near in the area is,a
near in the area is a,fabulous
near in the area is a fabulous,little
near in the area is a fabulous little,called
went,to
went to,vertigo
went to vertigo,for
went to vertigo for,pre
went to vertigo for pre,dinner
went to vertigo for pre dinner,drinks
went to vertigo for pre dinner drinks,and
went to vertigo for pre dinner drinks and,were
family,run
family run,restaurant
family run restaurant,supplemented
family run restaurant supplemented,by
family run restaurant supplemented by,charming
family run restaurant supplemented by charming,staff
family run restaurant supplemented by charming staff,.
family run restaurant supplemented by charming staff .,breakfast
a,table
a table,at
a table at,of
a table at of,for
a table at of for,a
a table at of for a,friends
a table at of for a friends,birthday
a table at of for a friends birthday,.
and,friendly
and friendly,environment
and friendly environment,with
and friendly environment with,really
and friendly environment with really,good
and friendly environment with really good,music
and friendly environment with really good music,.
and friendly environment with really good music .,to
came,here
came here,for
came here for,breakfast
came here for breakfast,&
came here for breakfast &,entering
came here for breakfast & entering,feels
came here for breakfast & entering feels,like
came here for breakfast & entering feels like,going
realizing,this
realizing this,place
realizing this place,was
realizing this place was,owned
realizing this place was owned,by
realizing this place was owned by,a
realizing this place was owned by a,star
realizing this place was owned by a star,chef
order,take
order take,away
order take away,from
order take away from,this
order take away from this,premises
order take away from this premises,and
order take away from this premises and,not
order take away from this premises and not,only
have,had
have had,great
have had great,experiences
have had great experiences,in
have had great experiences in,in
have had great experiences in in,and
have had great experiences in in and,street
have had great experiences in in and street,.
've,been
've been,eating
've been eating,burger
've been eating burger,and
've been eating burger and,lobster
've been eating burger and lobster,for
've been eating burger and lobster for,many
've been eating burger and lobster for many,times
the,place
the place,is
the place is,bright
the place is bright,","
"the place is bright ,",neat
"the place is bright , neat",and
"the place is bright , neat and",clean
"the place is bright , neat and clean",.
was,our
was our,first
was our first,visit
was our first visit,to
was our first visit to,which
was our first visit to which,i
was our first visit to which i,was
was our first visit to which i was,looking
my,weeks
my weeks,in
my weeks in,with
my weeks in with,the
my weeks in with the,best
my weeks in with the best,food
my weeks in with the best food,and
my weeks in with the best food and,all
food,","
"food ,",decoration
"food , decoration",and
"food , decoration and",people
"food , decoration and people",!
"food , decoration and people !",loved
"food , decoration and people ! loved",the
"food , decoration and people ! loved the",space
an,awesome
an awesome,dinner
an awesome dinner,here
an awesome dinner here,.
an awesome dinner here .,food
an awesome dinner here . food,was
an awesome dinner here . food was,incredible
an awesome dinner here . food was incredible,-
indian,food
indian food,","
"indian food ,",nice
"indian food , nice",atmosphere
"indian food , nice atmosphere",","
"indian food , nice atmosphere ,",small
"indian food , nice atmosphere , small",plates
"indian food , nice atmosphere , small plates",(
welcome,","
"welcome ,",attentive
"welcome , attentive",friendly
"welcome , attentive friendly",service
"welcome , attentive friendly service",","
"welcome , attentive friendly service ,",delicious
"welcome , attentive friendly service , delicious",authentic
"welcome , attentive friendly service , delicious authentic",food
place,is
place is,just
place is just,a
place is just a,wee
place is just a wee,bit
place is just a wee bit,special
place is just a wee bit special,.
place is just a wee bit special .,","
was,here
was here,in
was here in,y
was here in y,last
was here in y last,holidays
was here in y last holidays,and
was here in y last holidays and,really
was here in y last holidays and really,liked
family,of
family of,five
family of five,purchased
family of five purchased,hospitality
family of five purchased hospitality,tickets
family of five purchased hospitality tickets,for
family of five purchased hospitality tickets for,a
family of five purchased hospitality tickets for a,match
neat,near
neat near,village
